	Length
AT4G28470	3071
AT4G28480	1495
AT4G28485	584
AT4G28490	3243
AT4G28500	1272
AT4G28510	1185
AT4G28520	1798
AT4G28530	1468
AT4G28540	1960
AT4G28550	1685
AT4G28556	1403
AT4G28560	1353
AT4G28564	102
AT4G28570	2747
AT4G28580	1276
AT4G28590	1141
AT4G28600	2731
AT4G28610	1693
AT4G28620	2043
AT4G28630	2276
AT4G28640	1203
AT4G28650	3474
AT4G28652	2346
AT4G28660	896
AT4G28670	1878
AT4G28680	1948
AT4G28690	1593
AT4G28700	1515
AT4G28703	550
AT4G28706	1786
AT4G28710	4833
AT4G28720	1674
AT4G28730	792
AT4G28740	1331
AT4G28750	698
AT4G28760	3397
AT4G28770	1401
AT4G28775	604
AT4G28780	1582
AT4G28790	1470
AT4G28800	1338
AT4G28811	1993
AT4G28815	924
AT4G28820	697
AT4G28830	796
AT4G28840	750
AT4G28850	1096
AT4G28860	1892
AT4G28870	300
AT4G28880	1769
AT4G28890	1403
AT4G28900.1	4564
AT4G28910	1954
AT4G28915	82
AT4G28920	879
AT4G28930	528
AT4G28940	1295
AT4G28950	1204
AT4G28960.1	1482
AT4G28970.1	4027
AT4G28980	2076
AT4G28990	1398
AT4G29000	2720
AT4G29010	2565
AT4G29020	801
AT4G29030	725
AT4G29033	246
AT4G29035	456
AT4G29040	1612
AT4G29050	2062
AT4G29060	3348
AT4G29070	1346
AT4G29080	1337
AT4G29090	1728
AT4G29100	1719
AT4G29103	213
AT4G29110	901
AT4G29120	1202
AT4G29130	2030
AT4G29140	1974
AT4G29150	1374
AT4G29160	1401
AT4G29170	1181
AT4G29180	2985
AT4G29190	1436
AT4G29200	1374
AT4G29210	2295
AT4G29220	2068
AT4G29230	1497
AT4G29240	1646
AT4G29250	1511
AT4G29260	1120
AT4G29270	940
AT4G29273	234
AT4G29276	394
AT4G29280	234
AT4G29281	372
AT4G29283	249
AT4G29285	435
AT4G29290	234
AT4G29300	421
AT4G29305	234
AT4G29310	1720
AT4G29330	1082
AT4G29340	707
AT4G29350	798
AT4G29360	2077
AT4G29370	1137
AT4G29380	4652
AT4G29390	495
AT4G29400	1127
AT4G29410	709
AT4G29415	72
AT4G29420	1625
AT4G29430	668
AT4G29440	3672
AT4G29450	2592
AT4G29460	761
AT4G29470	931
AT4G29480	725
AT4G29490	1714
AT4G29510	1536
AT4G29520	1154
AT4G29530	967
AT4G29540	1225
AT4G29548	216
AT4G29550	1236
AT4G29560	2045
AT4G29570	1085
AT4G29580	1342
AT4G29590	1229
AT4G29600	924
AT4G29610	882
AT4G29620	1225
AT4G29630	672
AT4G29640	1041
AT4G29650	756
AT4G29654	477
AT4G29658	384
AT4G29660	665
AT4G29670	1294
AT4G29680	1814
AT4G29690	1575
AT4G29700	1682
AT4G29710	402
AT4G29720	1853
AT4G29730	1750
AT4G29735	721
AT4G29740	1951
AT4G29750	2741
AT4G29760	843
AT4G29770	1207
AT4G29780	1997
AT4G29790	4391
AT4G29800	1696
AT4G29810	1508
AT4G29820	1200
AT4G29830	1176
AT4G29840	1840
AT4G29850	646
AT4G29860	2011
AT4G29870	674
AT4G29880	1122
AT4G29890	1397
AT4G29900	3762
AT4G29905	711
AT4G29910	1928
AT4G29920	3054
AT4G29930	1223
AT4G29940	2811
AT4G29950	3109
AT4G29960	1191
AT4G29970	852
AT4G29980	630
AT4G29990	3334
AT4G30000	2305
AT4G30010	671
AT4G30020	2960
AT4G30030	1275
AT4G30040	1284
AT4G30050	748
AT4G30060	2003
AT4G30064	237
AT4G30067	237
AT4G30070	565
AT4G30072	410
AT4G30074	527
AT4G30080	2360
AT4G30090	1498
AT4G30097	144
AT4G30100	4662
AT4G30110	2875
AT4G30120	2290
AT4G30130	2506
AT4G30140	1391
AT4G30150	6253
AT4G30160	4109
AT4G30170	1204
AT4G30180	713
AT4G30190	3405
AT4G30200	2662
AT4G30210	2619
AT4G30220	540
AT4G30230	1081
AT4G30240	1497
AT4G30250	1560
AT4G30260	1243
AT4G30270	1207
AT4G30280	1048
AT4G30290	1127
AT4G30300	546
AT4G30310	1950
AT4G30320	486
AT4G30330	593
AT4G30340	1779
AT4G30350	3236
AT4G30360	2636
AT4G30370	1014
AT4G30380	372
AT4G30390	782
AT4G30400	1683
AT4G30410	1068
AT4G30420	1122
AT4G30430	1124
AT4G30440	1626
AT4G30450	649
AT4G30460	823
AT4G30470	1379
AT4G30480	1221
AT4G30490	1947
AT4G30500	746
AT4G30510	1316
AT4G30520	2407
AT4G30530	1032
AT4G30540	778
AT4G30550	1106
AT4G30560	2414
AT4G30570	1025
AT4G30580	1291
AT4G30590	803
AT4G30600	2309
AT4G30610	1702
AT4G30620	718
AT4G30630	1341
AT4G30640	906
AT4G30650	575
AT4G30660	507
AT4G30662	882
AT4G30670	605
AT4G30680	873
AT4G30690	1080
AT4G30700	2523
AT4G30710	2934
AT4G30720	2488
AT4G30730	315
AT4G30740	276
AT4G30750	954
AT4G30760	742
AT4G30770	1232
AT4G30780	2166
AT4G30790	3744
AT4G30800	841
AT4G30810	1658
AT4G30820	988
AT4G30825	2715
AT4G30830	1489
AT4G30840	1328
AT4G30845	553
AT4G30850	1545
AT4G30860	1757
AT4G30870	2312
AT4G30872	279
AT4G30880	445
AT4G30890	2443
AT4G30900	1520
AT4G30910	2021
AT4G30920	1953
AT4G30930	1194
AT4G30935	1637
AT4G30940	1954
AT4G30950	1771
AT4G30960	1958
AT4G30970	405
AT4G30972	80
AT4G30975	739
AT4G30980	1230
AT4G30990	8101
AT4G30993	1708
AT4G30996	911
AT4G31000	2173
AT4G31010	1558
AT4G31020	1748
AT4G31030	135
AT4G31040	1896
AT4G31050	1122
AT4G31060	1372
AT4G31070	1842
AT4G31075	73
AT4G31080	1953
AT4G31100	2547
AT4G31110	2534
AT4G31115	1181
AT4G31120	2268
AT4G31130	1063
AT4G31136	111
AT4G31140	2039
AT4G31150	1354
AT4G31160	5871
AT4G31170	1953
AT4G31180	2131
AT4G31190	378
AT4G31196	150
AT4G31200	2884
AT4G31210	4183
AT4G31230	2469
AT4G31240	1712
AT4G31248	1672
AT4G31250	2307
AT4G31260	192
AT4G31265	73
AT4G31270	1080
AT4G31280	162
AT4G31290	1275
AT4G31300	1166
AT4G31310	778
AT4G31320	570
AT4G31330	1058
AT4G31340	1889
AT4G31350	1664
AT4G31351	198
AT4G31354	198
AT4G31355	126
AT4G31360	980
AT4G31370	1031
AT4G31380	934
AT4G31390	2446
AT4G31398	578
AT4G31400	1136
AT4G31408	241
AT4G31410	1507
AT4G31420	1556
AT4G31430	2110
AT4G31440	1140
AT4G31441	123
AT4G31450	1940
AT4G31460	1152
AT4G31470	558
AT4G31480	3503
AT4G31490	3306
AT4G31500	1745
AT4G31510	793
AT4G31520	2097
AT4G31530	1220
AT4G31540	2918
AT4G31550	1177
AT4G31560	645
AT4G31570	8511
AT4G31580	1016
AT4G31590	2717
AT4G31600	1634
AT4G31610	1999
AT4G31615	1464
AT4G31620	1809
AT4G31630	1539
AT4G31640	1090
AT4G31650	1482
AT4G31660	1173
AT4G31670	2121
AT4G31680	1390
AT4G31690	1386
AT4G31695	36
AT4G31700	1010
AT4G31710	2697
AT4G31720	874
AT4G31730	760
AT4G31740	516
AT4G31750	1438
AT4G31760	1065
AT4G31770	1661
AT4G31780	2002
AT4G31790	1597
AT4G31800	1245
AT4G31805	1416
AT4G31810	1581
AT4G31820	2657
AT4G31830	544
AT4G31840	883
AT4G31850	3474
AT4G31860	1625
AT4G31870	702
AT4G31875	589
AT4G31877	857
AT4G31880	3301
AT4G31890	2303
AT4G31895	74
AT4G31900	3963
AT4G31910	1624
AT4G31920	2025
AT4G31930	819
AT4G31940	1821
AT4G31950	1570
AT4G31960	675
AT4G31970	1572
AT4G31980	2043
AT4G31985	385
AT4G31990	2036
AT4G32000	1402
AT4G32010	3468
AT4G32020	1507
AT4G32030	1523
AT4G32040	1561
AT4G32050	2070
AT4G32060	1825
AT4G32070	2515
AT4G32080	881
AT4G32090	375
AT4G32100	369
AT4G32105	626
AT4G32110	539
AT4G32120	1652
AT4G32130	1039
AT4G32140	1591
AT4G32150	1182
AT4G32160	2631
AT4G32170	1574
AT4G32175	873
AT4G32180	3238
AT4G32190	2692
AT4G32200	4332
AT4G32205.1	586
AT4G32208	688
AT4G32210	1043
AT4G32212	2151
AT4G32215.1	258
AT4G32220.1	1693
AT4G32230	669
AT4G32240	628
AT4G32250	2401
AT4G32260	1034
AT4G32265	73
AT4G32270	1050
AT4G32272	1619
AT4G32280	989
AT4G32285	2409
AT4G32290	1491
AT4G32295	1084
AT4G32300	3121
AT4G32320	1212
AT4G32330	1949
AT4G32340	960
AT4G32342	486
AT4G32350	2635
AT4G32360	1913
AT4G32370	1029
AT4G32375	1461
AT4G32378	111
AT4G32380	1112
AT4G32390	1539
AT4G32400	1467
AT4G32410	3912
AT4G32420	3088
AT4G32430	2583
AT4G32440	2663
AT4G32445	106
AT4G32450	1953
AT4G32460	1506
AT4G32470	891
AT4G32475	71
AT4G32480	1145
AT4G32490	926
AT4G32500	2844
AT4G32510	2022
AT4G32520	1924
AT4G32530	1060
AT4G32540	1335
AT4G32551	3595
AT4G32560	1502
AT4G32570	1443
AT4G32580	514
AT4G32590	771
AT4G32600	2027
AT4G32605	925
AT4G32610	1640
AT4G32620	4928
AT4G32630	2463
AT4G32640	3973
AT4G32650	2206
AT4G32660	1699
AT4G32670	2945
AT4G32680	1149
AT4G32690	856
AT4G32700	7100
AT4G32710	1618
AT4G32714	264
AT4G32717	270
AT4G32720	1704
AT4G32730	3552
AT4G32750	1475
AT4G32760	2673
AT4G32765	82
AT4G32770	1726
AT4G32780	887
AT4G32785	524
AT4G32790	1925
AT4G32800	1348
AT4G32810	2019
AT4G32820	5911
AT4G32830	1171
AT4G32840	1755
AT4G32850	3613
AT4G32860	749
AT4G32870	599
AT4G32880	3023
AT4G32890	1202
AT4G32900	874
AT4G32910	2465
AT4G32915	745
AT4G32920	5130
AT4G32924	231
AT4G32930	675
AT4G32940	1879
AT4G32950	981
AT4G32960	1001
AT4G32970	2280
AT4G32980	2268
AT4G32990	987
AT4G33000	1184
AT4G33010	3478
AT4G33020	1035
AT4G33030	1840
AT4G33040	770
AT4G33050	2142
AT4G33060	1829
AT4G33070	2149
AT4G33080	2158
AT4G33090	2852
AT4G33100	595
AT4G33110	1395
AT4G33120	1315
AT4G33130	1227
AT4G33140	1521
AT4G33145	422
AT4G33150	3604
AT4G33160	1567
AT4G33170	2973
AT4G33180	1243
AT4G33200	5038
AT4G33210	3346
AT4G33220	1875
AT4G33230	1830
AT4G33240	5958
AT4G33250	974
AT4G33260	1787
AT4G33270	1769
AT4G33280	1062
AT4G33290	1293
AT4G33300	3228
AT4G33310	261
AT4G33320	879
AT4G33330	2040
AT4G33350	949
AT4G33355	819
AT4G33360	1369
AT4G33370	1629
AT4G33380	1638
AT4G33390	2531
AT4G33400	2321
AT4G33410	1474
AT4G33420	1197
AT4G33430	2821
AT4G33440	1734
AT4G33450	1114
AT4G33460	1224
AT4G33465	297
AT4G33467	648
AT4G33470	1505
AT4G33480	1353
AT4G33490	1698
AT4G33495	1786
AT4G33500	2457
AT4G33510	1904
AT4G33520	3584
AT4G33530	2946
AT4G33540	1408
AT4G33550	617
AT4G33560	515
AT4G33565	1453
AT4G33580	1362
AT4G33585	776
AT4G33590	1527
AT4G33600	1494
AT4G33610	733
AT4G33620	2352
AT4G33625	970
AT4G33630	2566
AT4G33640	583
AT4G33650	3060
AT4G33660	544
AT4G33666	488
AT4G33670	1222
AT4G33680	1595
AT4G33690	977
AT4G33700	1839
AT4G33710	765
AT4G33720	782
AT4G33730	519
AT4G33740	2055
AT4G33760	2145
AT4G33770	1683
AT4G33780	979
AT4G33790	1706
AT4G33800	896
AT4G33810	1590
AT4G33820	1729
AT4G33830	1731
AT4G33840	1982
AT4G33850	1733
AT4G33860	1950
AT4G33865	439
AT4G33870	1206
AT4G33880	1347
AT4G33890	1562
AT4G33900	1140
AT4G33905	1056
AT4G33910	1234
AT4G33920	1634
AT4G33925	616
AT4G33930	1032
AT4G33940	1025
AT4G33945	1693
AT4G33950	1710
AT4G33960	414
AT4G33970	2100
AT4G33980	1121
AT4G33985	710
AT4G33990	2472
AT4G34000	2116
AT4G34020	1751
AT4G34030	2033
AT4G34035	73
AT4G34040	2837
AT4G34050	1092
AT4G34060	3308
AT4G34065	150
AT4G34070	1230
AT4G34071	525
AT4G34080	1089
AT4G34090	2449
AT4G34100	3660
AT4G34103	332
AT4G34110	2441
AT4G34120	1127
AT4G34131	1762
AT4G34135	1825
AT4G34138	1752
AT4G34140	2000
AT4G34150	1171
AT4G34160	1646
AT4G34170	882
AT4G34180	1419
AT4G34190	774
AT4G34200	2095
AT4G34210	459
AT4G34215	1274
AT4G34220	2561
AT4G34230	1313
AT4G34240	2111
AT4G34250	1788
AT4G34260	2853
AT4G34265	764
AT4G34270	1254
AT4G34272	117
AT4G34280	2579
AT4G34290	749
AT4G34300	942
AT4G34310	3880
AT4G34320	1519
AT4G34330	1065
AT4G34332	1058
AT4G34340	1372
AT4G34350	1678
AT4G34360	1023
AT4G34370	2346
AT4G34380	2118
AT4G34390	3151
AT4G34400	1486
AT4G34410	1385
AT4G34412	776
AT4G34415	73
AT4G34419	707
AT4G34420	1517
AT4G34430	3440
AT4G34440	2317
AT4G34450	3008
AT4G34460	1933
AT4G34470	459
AT4G34480	1735
AT4G34490	1859
AT4G34500	1727
AT4G34510	1623
AT4G34520	1638
AT4G34530	1311
AT4G34540	2805
AT4G34550	840
AT4G34555	611
AT4G34560	1120
AT4G34570	1957
AT4G34580	2767
AT4G34588	1370
AT4G34590	1370
AT4G34600	548
AT4G34610	2123
AT4G34620	650
AT4G34630	882
AT4G34640	1711
AT4G34650	1448
AT4G34660	1664
AT4G34670	1126
AT4G34680	1250
AT4G34690	624
AT4G34695	73
AT4G34700	746
AT4G34710	2908
AT4G34720	1024
AT4G34730	1540
AT4G34740	2095
AT4G34750	1049
AT4G34760	697
AT4G34770	664
AT4G34780	321
AT4G34790	685
AT4G34800	285
AT4G34810	318
AT4G34830	3674
AT4G34840	1066
AT4G34850	1324
AT4G34860	2498
AT4G34870	987
AT4G34880	1401
AT4G34881	884
AT4G34890	4323
AT4G34900	4216
AT4G34910	2324
AT4G34920	1292
AT4G34930	1551
AT4G34940	2353
AT4G34950	1991
AT4G34960	1186
AT4G34970	784
AT4G34975	74
AT4G34980	2649
AT4G34990	944
AT4G35000	1226
AT4G35010	2801
AT4G35020	1369
AT4G35025	222
AT4G35030	1860
AT4G35040	1474
AT4G35050	1544
AT4G35060	900
AT4G35070	1427
AT4G35080	1529
AT4G35090	2298
AT4G35100	1294
AT4G35110	1716
AT4G35120	1170
AT4G35130	2415
AT4G35140	1809
AT4G35150	978
AT4G35160	1381
AT4G35165	761
AT4G35170	1233
AT4G35180	1695
AT4G35190	988
AT4G35200	762
AT4G35210	1016
AT4G35220	1223
AT4G35230	1802
AT4G35240	3221
AT4G35250	1513
AT4G35260	1495
AT4G35263	168
AT4G35270	3211
AT4G35280	855
AT4G35290	3324
AT4G35295	336
AT4G35300	2874
AT4G35310	2263
AT4G35320	787
AT4G35335	1280
AT4G35350	1345
AT4G35360	1380
AT4G35370	1342
AT4G35380	5222
AT4G35390	1367
AT4G35400.1	231
AT4G35410	904
AT4G35420	1147
AT4G35430	433
AT4G35440	2661
AT4G35450	1768
AT4G35460	1500
AT4G35470	2478
AT4G35480	874
AT4G35490	773
AT4G35500	1721
AT4G35510	1474
AT4G35519	123
AT4G35520	3747
AT4G35530	1151
AT4G35540	1764
AT4G35550	1239
AT4G35560	3558
AT4G35570	654
AT4G35580	1867
AT4G35589	138
AT4G35590	1113
AT4G35600	1671
AT4G35610	816
AT4G35620	1567
AT4G35630	1664
AT4G35640	1624
AT4G35650	1389
AT4G35655	207
AT4G35660	1196
AT4G35670	1185
AT4G35680	1960
AT4G35690	1161
AT4G35700	1002
AT4G35710	852
AT4G35720	1199
AT4G35725	532
AT4G35730	1588
AT4G35731	403
AT4G35733	1181
AT4G35740	2415
AT4G35750	1155
AT4G35760	1598
AT4G35770	970
AT4G35780	2110
AT4G35783	395
AT4G35785	1461
AT4G35790	3297
AT4G35800	6126
AT4G35810	873
AT4G35820	819
AT4G35830	3366
AT4G35837	165
AT4G35840	932
AT4G35850	1734
AT4G35860	1236
AT4G35870	2716
AT4G35880	1674
AT4G35890	2289
AT4G35900	1344
AT4G35905	577
AT4G35910	1852
AT4G35920	2093
AT4G35930	1561
AT4G35940	1627
AT4G35950	1157
AT4G35970	973
AT4G35980	618
AT4G35985	1347
AT4G35987	1148
AT4G36000	1043
AT4G36010	1357
AT4G36020	1285
AT4G36030	2371
AT4G36032	2206
AT4G36040	1104
AT4G36050	2294
AT4G36052	1084
AT4G36060	1144
AT4G36070	1764
AT4G36080	12056
AT4G36090	2121
AT4G36100	711
AT4G36105	1005
AT4G36110	877
AT4G36120	3116
AT4G36130	1048
AT4G36140	4824
AT4G36150	3597
AT4G36160	1465
AT4G36170	489
AT4G36180	3678
AT4G36190	1910
AT4G36195	1829
AT4G36197	73
AT4G36210	2675
AT4G36220	1819
AT4G36230	666
AT4G36240	907
AT4G36245	72
AT4G36250	1812
AT4G36260	1357
AT4G36268	171
AT4G36270	2163
AT4G36280	2161
AT4G36290	2141
AT4G36350	1401
AT4G36360	3187
AT4G36370	204
AT4G36380	2135
AT4G36390	2158
AT4G36400	2034
AT4G36410	631
AT4G36420	874
AT4G36430	1215
AT4G36440	1674
AT4G36450	1086
AT4G36460	438
AT4G36470	1272
AT4G36480	2108
AT4G36490	1943
AT4G36500	699
AT4G36510	465
AT4G36515	441
AT4G36520	4352
AT4G36530	1466
AT4G36540	1362
AT4G36550	2600
AT4G36560	333
AT4G36570	400
AT4G36580	2026
AT4G36590	994
AT4G36600	1194
AT4G36610	1149
AT4G36620	717
AT4G36630	3364
AT4G36635	74
AT4G36640	1304
AT4G36648	2105
AT4G36650	1735
AT4G36660	909
AT4G36670	1770
AT4G36680	1594
AT4G36690	2339
AT4G36700	1842
AT4G36710	1886
AT4G36720	802
AT4G36730	1506
AT4G36740	801
AT4G36750	1135
AT4G36760	2238
AT4G36770	1479
AT4G36780	1407
AT4G36790	1725
AT4G36791	207
AT4G36800	1060
AT4G36808	403
AT4G36810	1492
AT4G36820	1101
AT4G36830	1045
AT4G36840	1593
AT4G36850	1372
AT4G36860	2127
AT4G36870	2738
AT4G36880	1410
AT4G36890	2187
AT4G36900	1024
AT4G36910	1222
AT4G36920	1872
AT4G36925	471
AT4G36930	1511
AT4G36940	2132
AT4G36945	1490
AT4G36950	1330
AT4G36960	1744
AT4G36970	1592
AT4G36980	2162
AT4G36988	1783
AT4G36990	1783
AT4G37000	1068
AT4G37010	821
AT4G37020	1080
AT4G37022	300
AT4G37030	2063
AT4G37040	1361
AT4G37050	1541
AT4G37060	1545
AT4G37070	1513
AT4G37080	2548
AT4G37090	837
AT4G37095	123
AT4G37100	2691
AT4G37110	1551
AT4G37120	1814
AT4G37130	1879
AT4G37140	539
AT4G37150	930
AT4G37160	1741
AT4G37170	2076
AT4G37175	72
AT4G37180	1436
AT4G37190	2064
AT4G37200	1135
AT4G37210	1804
AT4G37220	828
AT4G37225	587
AT4G37230	432
AT4G37235	640
AT4G37240	699
AT4G37250	2761
AT4G37260	1310
AT4G37270	2808
AT4G37280	1189
AT4G37290	574
AT4G37295	546
AT4G37300	1049
AT4G37310	1892
AT4G37320	1687
AT4G37330	1708
AT4G37340	1687
AT4G37360	1500
AT4G37370	1663
AT4G37380	1899
AT4G37390	2131
AT4G37400	1714
AT4G37409	1522
AT4G37410	1722
AT4G37420	1767
AT4G37430	1764
AT4G37432	1101
AT4G37440	1832
AT4G37445	551
AT4G37450	819
AT4G37460	3646
AT4G37470	1309
AT4G37480	1596
AT4G37483	228
AT4G37490	1607
AT4G37500	375
AT4G37510	1862
AT4G37520	1321
AT4G37530	1198
AT4G37540	995
AT4G37550	1687
AT4G37553	773
AT4G37560	1667
AT4G37570.1	567
AT4G37580	1846
AT4G37590	2851
AT4G37608	665
AT4G37610	1438
AT4G37620.1	399
AT4G37630	1604
AT4G37640	3426
AT4G37650	1975
AT4G37660	775
AT4G37670	2052
AT4G37680	1822
AT4G37682	974
AT4G37685	492
AT4G37690	1954
AT4G37700	602
AT4G37705.1	4128
AT4G37710	615
AT4G37720	264
AT4G37730	1250
AT4G37740	1925
AT4G37750	2148
AT4G37760	2028
AT4G37770	1780
AT4G37780	1110
AT4G37790	1370
AT4G37800	1136
AT4G37810	588
AT4G37820	2086
AT4G37830	574
AT4G37840	1482
AT4G37850	1315
AT4G37860	1328
AT4G37870	2413
AT4G37880	1608
AT4G37890	2360
AT4G37895	1554
AT4G37900	2428
AT4G37910	2418
AT4G37920	1537
AT4G37925	909
AT4G37930	1899
AT4G37940	715
AT4G37950	2310
AT4G37970	1217
AT4G37980	1624
AT4G37990	1419
AT4G38000	975
AT4G38010	1680
AT4G38020	1154
AT4G38030	2137
AT4G38040	1512
AT4G38050	2301
AT4G38052	114
AT4G38060	1242
AT4G38070	4542
AT4G38080	649
AT4G38090	1117
AT4G38092	595
AT4G38100	773
AT4G38120	3780
AT4G38130	1974
AT4G38140	438
AT4G38150	1552
AT4G38160	1853
AT4G38170	2075
AT4G38180	2828
AT4G38190	3513
AT4G38200	5294
AT4G38210	1142
AT4G38215	921
AT4G38220	1551
AT4G38225	1493
AT4G38230	2074
AT4G38240	1887
AT4G38250	1667
AT4G38260	1502
AT4G38270	2252
AT4G38280	990
AT4G38290	465
AT4G38300	834
AT4G38310	363
AT4G38320	1432
AT4G38330	636
AT4G38340	2304
AT4G38350	4157
AT4G38360	1905
AT4G38370	956
AT4G38380	1913
AT4G38390	1922
AT4G38400	1105
AT4G38401	123
AT4G38405	141
AT4G38410	692
AT4G38420	1915
AT4G38430	1972
AT4G38440	4620
AT4G38460	1280
AT4G38470	1858
AT4G38480	1595
AT4G38490	728
AT4G38495	530
AT4G38500	2372
AT4G38510	2040
AT4G38520	2258
AT4G38530	1816
AT4G38540	1490
AT4G38545	1787
AT4G38550	2251
AT4G38552	2771
AT4G38560	1793
AT4G38570	1287
AT4G38580	823
AT4G38590	3195
AT4G38600	6139
AT4G38620	1287
AT4G38630	1469
AT4G38640	2100
AT4G38650	1980
AT4G38660	1621
AT4G38670	1271
AT4G38680	1299
AT4G38690	1291
AT4G38700	719
AT4G38710	1830
AT4G38730	1464
AT4G38740	857
AT4G38760	6023
AT4G38770	1664
AT4G38780	7141
AT4G38781	153
AT4G38790	1116
AT4G38800	1135
AT4G38810	1741
AT4G38820	433
AT4G38825	485
AT4G38830	2011
AT4G38840	582
AT4G38850	510
AT4G38860	793
AT4G38870	1281
AT4G38880	1599
AT4G38890	2291
AT4G38900	2392
AT4G38910	1238
AT4G38920	1028
AT4G38930	1214
AT4G38932	883
AT4G38940	1428
AT4G38950	3304
AT4G38960	1525
AT4G38970	1522
AT4G38980	1114
AT4G38990	1044
AT4G39000	1482
AT4G39010	1835
AT4G39020	510
AT4G39030	2031
AT4G39040	1149
AT4G39050	3698
AT4G39060	1107
AT4G39070	1023
AT4G39080	2884
AT4G39090	1533
AT4G39100	1202
AT4G39110	2637
AT4G39120	1664
AT4G39130	529
AT4G39140	1754
AT4G39150	1268
AT4G39160	2189
AT4G39170	2301
AT4G39180	2396
AT4G39190	1263
AT4G39195	36
AT4G39200	671
AT4G39210	1959
AT4G39220	957
AT4G39230	1291
AT4G39235	544
AT4G39240	1457
AT4G39250	303
AT4G39260	898
AT4G39270	3176
AT4G39280	1999
AT4G39290	1098
AT4G39300	878
AT4G39320	703
AT4G39330	1744
AT4G39340	384
AT4G39345	72
AT4G39350	3838
AT4G39360	730
AT4G39361	120
AT4G39363	120
AT4G39364	122
AT4G39366	120
AT4G39370	2092
AT4G39380	2048
AT4G39390	1676
AT4G39400	4166
AT4G39403	606
AT4G39404	279
AT4G39410	974
AT4G39420	10189
AT4G39460	1485
AT4G39470	1393
AT4G39480	1952
AT4G39490	1840
AT4G39500	1410
AT4G39510	1850
AT4G39520	1675
AT4G39530	2505
AT4G39540	1420
AT4G39550	1380
AT4G39560	1527
AT4G39570	1445
AT4G39580	1128
AT4G39590	1402
AT4G39600	1104
AT4G39610	1176
AT4G39615	72
AT4G39620	1718
AT4G39630	984
AT4G39640	2005
AT4G39650	1890
AT4G39660	1765
AT4G39670	829
AT4G39672	74
AT4G39675	466
AT4G39680	2466
AT4G39690	2390
AT4G39700	477
AT4G39710	951
AT4G39720	1059
AT4G39730	711
AT4G39740	1165
AT4G39745	762
AT4G39750	441
AT4G39753	1334
AT4G39756	1195
AT4G39760	1110
AT4G39770	1283
AT4G39780	1224
AT4G39790	2340
AT4G39795	561
AT4G39800	1921
AT4G39810	768
AT4G39820	1689
AT4G39830	2082
AT4G39838	1491
AT4G39840	1914
AT4G39850	4852
AT4G39860	1226
AT4G39865	73
AT4G39870	1733
AT4G39880	802
AT4G39890	922
AT4G39900	1201
AT4G39910	1598
AT4G39917	249
AT4G39920	1526
AT4G39925	429
AT4G39930	641
AT4G39940	1244
AT4G39950	1986
AT4G39952	2328
AT4G39955	1188
AT4G39960	1716
AT4G39970	1168
AT4G39980	1918
AT4G39985	74
AT4G39986	117
AT4G39990	1045
AT4G40000	2528
AT4G40010	1053
AT4G40011	207
AT4G40020	1848
AT4G40030	1138
AT4G40040	1025
AT4G40042	651
AT4G40045	725
AT4G40050	2257
AT4G40060	1518
AT4G40065	1083
AT4G40070	1357
AT4G40080	1330
AT4G40085	929
AT4G40090	748
AT4G40100	678
AT5G01010	1854
AT5G01015	526
AT5G01020	1799
AT5G01030	2835
AT5G01040	2052
AT5G01050	1884
AT5G01060	1500
AT5G01070	625
AT5G01075	519
AT5G01080	555
AT5G01090	1495
AT5G01100	2364
AT5G01110	2608
AT5G01120	1758
AT5G01130	1686
AT5G01140	1422
AT5G01150	1674
AT5G01160	1404
AT5G01170	1975
AT5G01175	528
AT5G01180	2055
AT5G01185.1	4650
AT5G01190	1821
AT5G01200	1053
AT5G01210	1802
AT5G01215	1909
AT5G01220	1956
AT5G01225	405
AT5G01230	1530
AT5G01240	2099
AT5G01250	1478
AT5G01260	1880
AT5G01270	2998
AT5G01280	1557
AT5G01290	2364
AT5G01300	944
AT5G01310	2739
AT5G01320	1994
AT5G01330	2053
AT5G01335.1	5457
AT5G01340	1274
AT5G01350	547
AT5G01360	1552
AT5G01365	73
AT5G01370	1501
AT5G01380	1267
AT5G01390	1344
AT5G01400	4657
AT5G01410	1297
AT5G01420	1416
AT5G01430	980
AT5G01440	914
AT5G01445	533
AT5G01450	1904
AT5G01460	2108
AT5G01470	912
AT5G01480	1242
AT5G01490	1472
AT5G01500	1545
AT5G01510	1861
AT5G01520	1325
AT5G01530	1222
AT5G01540	2494
AT5G01542	2215
AT5G01550	2067
AT5G01560	2393
AT5G01570	644
AT5G01580	702
AT5G01590	1965
AT5G01595	939
AT5G01600	1421
AT5G01610	812
AT5G01620	1714
AT5G01630	3734
AT5G01640	843
AT5G01650	696
AT5G01660	2244
AT5G01670	1340
AT5G01680	2355
AT5G01690	2238
AT5G01700	1511
AT5G01710	2123
AT5G01712	2123
AT5G01715	2170
AT5G01720	2485
AT5G01730	3700
AT5G01732	3426
AT5G01734	153
AT5G01740	724
AT5G01747	149
AT5G01750	1384
AT5G01760	1847
AT5G01770	4448
AT5G01780	1486
AT5G01790	800
AT5G01800	1078
AT5G01810	2238
AT5G01820	1808
AT5G01830	2475
AT5G01840	965
AT5G01849	132
AT5G01850	1784
AT5G01860	648
AT5G01870	550
AT5G01880	1355
AT5G01881	429
AT5G01890	3499
AT5G01900	976
